stimulus,trials_id,acc,correct_response,decision,rt,decision_2,rt_type2,stim,response,rating
../data/img/sub_test/triangle/triangle94-0.65_5.png,333,0,Good,坏人,1335,错误,1248,1,0,1
../data/img/sub_test/triangle/triangle22-0.65_3.png,335,0,Good,坏人,1369,错误,1034,1,0,1
../data/img/sub_test/square/square75-0.65_1.png,336,1,Bad,坏人,1109,正确,888,0,0,2
../data/img/sub_test/circle/circle22-0.65_5.png,337,1,No_info,常人,873,正确,786,0,0,2
../data/img/sub_test/circle/circle43-0.65_2.png,338,1,No_info,常人,1421,正确,911,0,0,2
../data/img/sub_test/triangle/triangle67-0.65_3.png,340,1,Good,好人,1058,正确,1033,1,1,2
../data/img/sub_test/circle/circle42-0.65_2.png,341,1,No_info,常人,1225,错误,1021,0,0,1
../data/img/sub_test/triangle/triangle33-0.65_3.png,342,1,Good,好人,1065,正确,888,1,1,2
../data/img/sub_test/triangle/triangle0-0.65_4.png,343,1,Good,好人,1065,正确,1273,1,1,2
../data/img/sub_test/triangle/triangle67-0.65_1.png,344,1,Good,好人,1118,正确,1226,1,1,2
../data/img/sub_test/square/square24-0.65_3.png,345,1,Bad,坏人,1147,错误,1155,0,0,1
../data/img/sub_test/triangle/triangle7-0.65_5.png,346,1,Good,好人,1068,正确,1045,1,1,2
../data/img/sub_test/circle/circle2-0.65_1.png,347,1,No_info,常人,1487,错误,1498,0,0,1
../data/img/sub_test/triangle/triangle57-0.65_2.png,348,1,Good,好人,1359,正确,776,1,1,2
../data/img/sub_test/triangle/triangle45-0.65_2.png,349,1,Good,好人,1297,错误,1262,1,1,1
../data/img/sub_test/square/square65-0.65_5.png,351,1,Bad,坏人,1064,正确,967,0,0,2
../data/img/sub_test/circle/circle27-0.65_1.png,353,1,No_info,常人,1121,正确,958,0,0,2
../data/img/sub_test/square/square5-0.65_5.png,354,1,Bad,坏人,1185,正确,1024,0,0,2
../data/img/sub_test/square/square19-0.65_2.png,356,0,Bad,好人,1035,正确,1191,0,1,2
../data/img/sub_test/triangle/triangle92-0.65_5.png,357,1,Good,好人,878,正确,820,1,1,2
../data/img/sub_test/circle/circle26-0.65_4.png,358,1,No_info,常人,938,正确,887,0,0,2
../data/img/sub_test/triangle/triangle65-0.65_2.png,359,1,Good,好人,995,错误,1337,1,1,1
