"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","exp_type","correct_response","acc","decision","record_acc","decision_2"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0-0.0","","","","","","","","",""
"","","","","","html-keyboard-response","1","2078","0.0-0.0-1.0","2076","<p style =' color : white'>hhhhhhhhhh</p>","j","","","","","",""
"","","","","","html-keyboard-response","2","2587","0.0-0.0-2.0-1.0","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","3","2795","0.0-0.0-2.0-2.0","null","../data/img/test/circle/circle30_2.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","4","4075","0.0-0.0-2.0-3.0","1279","<p> </p>","k","practice","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","5","5503","0.0-0.0-2.0-4.0","1428","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","6","6013","0.0-0.0-2.0-5.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","7","6521","0.0-0.0-2.0-1.1","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","8","6731","0.0-0.0-2.0-2.1","null","../data/img/test/circle/circle41_4.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","9","8588","0.0-0.0-2.0-3.1","1856","<p> </p>","l","practice","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","10","10142","0.0-0.0-2.0-4.1","1553","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","正确"
"","","","","","html-keyboard-response","11","10649","0.0-0.0-2.0-5.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","12","11154","0.0-0.0-2.0-1.2","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","13","11364","0.0-0.0-2.0-2.2","null","../data/img/test/square/square99_2.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","14","13241","0.0-0.0-2.0-3.2","1876","<p> </p>","k","practice","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","15","14263","0.0-0.0-2.0-4.2","1022","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","16","14771","0.0-0.0-2.0-5.2","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","17","15285","0.0-0.0-2.0-1.3","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","18","15493","0.0-0.0-2.0-2.3","null","../data/img/test/square/square51_3.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","19","16876","0.0-0.0-2.0-3.3","1382","<p> </p>","j","practice","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","20","18172","0.0-0.0-2.0-4.3","1295","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","正确"
"","","","","","html-keyboard-response","21","18674","0.0-0.0-2.0-5.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","22","19180","0.0-0.0-2.0-1.4","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","23","19388","0.0-0.0-2.0-2.4","null","../data/img/test/triangle/triangle27_4.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","24","20892","0.0-0.0-2.0-3.4","1503","<p> </p>","l","practice","Good","1","好人","yes",""
"","","","","","html-keyboard-response","25","22194","0.0-0.0-2.0-4.4","1302","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","正确"
"","","","","","html-keyboard-response","26","22701","0.0-0.0-2.0-5.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","27","23213","0.0-0.0-2.0-1.5","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","28","23420","0.0-0.0-2.0-2.5","null","../data/img/test/triangle/triangle97_3.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","29","25005","0.0-0.0-2.0-3.5","1584","<p> </p>","k","practice","Good","1","好人","yes",""
"","","","","","html-keyboard-response","30","26349","0.0-0.0-2.0-4.5","1343","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","正确"
"","","","","","html-keyboard-response","31","26860","0.0-0.0-2.0-5.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","32","27368","0.0-0.0-2.0-1.6","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","33","27576","0.0-0.0-2.0-2.6","null","../data/img/test/square/square61_2.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","34","28996","0.0-0.0-2.0-3.6","1418","<p> </p>","j","practice","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","35","30126","0.0-0.0-2.0-4.6","1130","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","36","30637","0.0-0.0-2.0-5.6","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","37","31149","0.0-0.0-2.0-1.7","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","38","31354","0.0-0.0-2.0-2.7","null","../data/img/test/circle/circle27_5.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","39","32955","0.0-0.0-2.0-3.7","1600","<p> </p>","l","practice","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","40","34293","0.0-0.0-2.0-4.7","1337","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","正确"
"","","","","","html-keyboard-response","41","34804","0.0-0.0-2.0-5.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","42","35317","0.0-0.0-2.0-1.8","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","43","35520","0.0-0.0-2.0-2.8","null","../data/img/test/triangle/triangle17_5.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","44","37533","0.0-0.0-2.0-3.8","null","<p> </p>","null","practice","Good","0","","yes",""
"","","","","","html-keyboard-response","45","39537","0.0-0.0-2.0-4.8","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","practice","","","","no",""
"","","","","","html-keyboard-response","46","40044","0.0-0.0-2.0-5.8","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","47","40553","0.0-0.0-2.0-1.9","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","48","40761","0.0-0.0-2.0-2.9","null","../data/img/test/triangle/triangle58_1.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","49","41783","0.0-0.0-2.0-3.9","1022","<p> </p>","l","practice","Good","1","好人","yes",""
"","","","","","html-keyboard-response","50","43490","0.0-0.0-2.0-4.9","1706","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","51","43997","0.0-0.0-2.0-5.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","52","44504","0.0-0.0-2.0-1.10","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","53","44716","0.0-0.0-2.0-2.10","null","../data/img/test/circle/circle36_1.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","54","46080","0.0-0.0-2.0-3.10","1364","<p> </p>","l","practice","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","55","46962","0.0-0.0-2.0-4.10","881","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","正确"
"","","","","","html-keyboard-response","56","47469","0.0-0.0-2.0-5.10","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","57","47976","0.0-0.0-2.0-1.11","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","58","48187","0.0-0.0-2.0-2.11","null","../data/img/test/triangle/triangle90_4.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","59","49152","0.0-0.0-2.0-3.11","963","<p> </p>","l","practice","Good","0","无信息","yes",""
"","","","","","html-keyboard-response","60","50409","0.0-0.0-2.0-4.11","1257","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","错误"
"","","","","","html-keyboard-response","61","50914","0.0-0.0-2.0-5.11","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","62","51428","0.0-0.0-2.0-1.12","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","63","51634","0.0-0.0-2.0-2.12","null","../data/img/test/circle/circle77_1.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","64","53644","0.0-0.0-2.0-3.12","null","<p> </p>","null","practice","No_info","0","","yes",""
"","","","","","html-keyboard-response","65","54920","0.0-0.0-2.0-4.12","1275","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","错误"
"","","","","","html-keyboard-response","66","55426","0.0-0.0-2.0-5.12","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","67","55932","0.0-0.0-2.0-1.13","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","68","56140","0.0-0.0-2.0-2.13","null","../data/img/test/square/square67_1.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","69","57457","0.0-0.0-2.0-3.13","1316","<p> </p>","k","practice","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","70","58629","0.0-0.0-2.0-4.13","1172","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","错误"
"","","","","","html-keyboard-response","71","59140","0.0-0.0-2.0-5.13","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","72","59651","0.0-0.0-2.0-1.14","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","73","59860","0.0-0.0-2.0-2.14","null","../data/img/test/square/square3_5.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","74","61868","0.0-0.0-2.0-3.14","null","<p> </p>","null","practice","Bad","0","","yes",""
"","","","","","html-keyboard-response","75","63328","0.0-0.0-2.0-4.14","1459","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","76","63835","0.0-0.0-2.0-5.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","77","64348","0.0-0.0-2.0-1.15","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","78","64554","0.0-0.0-2.0-2.15","null","../data/img/test/triangle/triangle5_4.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","79","66563","0.0-0.0-2.0-3.15","null","<p> </p>","null","practice","Good","0","","yes",""
"","","","","","html-keyboard-response","80","67752","0.0-0.0-2.0-4.15","1188","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","错误"
"","","","","","html-keyboard-response","81","68256","0.0-0.0-2.0-5.15","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","82","68764","0.0-0.0-2.0-1.16","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","83","68970","0.0-0.0-2.0-2.16","null","../data/img/test/circle/circle65_3.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","84","70260","0.0-0.0-2.0-3.16","1289","<p> </p>","j","practice","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","85","71492","0.0-0.0-2.0-4.16","1231","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","86","72004","0.0-0.0-2.0-5.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","87","72516","0.0-0.0-2.0-1.17","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","88","72722","0.0-0.0-2.0-2.17","null","../data/img/test/triangle/triangle42_2.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","89","74227","0.0-0.0-2.0-3.17","1505","<p> </p>","j","practice","Good","1","好人","yes",""
"","","","","","html-keyboard-response","90","76007","0.0-0.0-2.0-4.17","1780","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","正确"
"","","","","","html-keyboard-response","91","76513","0.0-0.0-2.0-5.17","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","92","77020","0.0-0.0-2.0-1.18","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","93","77228","0.0-0.0-2.0-2.18","null","../data/img/test/square/square16_1.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","94","79235","0.0-0.0-2.0-3.18","null","<p> </p>","null","practice","Bad","0","","yes",""
"","","","","","html-keyboard-response","95","81245","0.0-0.0-2.0-4.18","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","practice","","","","no",""
"","","","","","html-keyboard-response","96","81754","0.0-0.0-2.0-5.18","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","97","82260","0.0-0.0-2.0-1.19","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","98","82468","0.0-0.0-2.0-2.19","null","../data/img/test/square/square91_4.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","99","84010","0.0-0.0-2.0-3.19","1541","<p> </p>","k","practice","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","100","85257","0.0-0.0-2.0-4.19","1246","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","101","85764","0.0-0.0-2.0-5.19","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","102","86272","0.0-0.0-2.0-1.20","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","103","86481","0.0-0.0-2.0-2.20","null","../data/img/test/square/square23_3.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","104","88129","0.0-0.0-2.0-3.20","1647","<p> </p>","k","practice","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","105","89202","0.0-0.0-2.0-4.20","1073","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","正确"
"","","","","","html-keyboard-response","106","89704","0.0-0.0-2.0-5.20","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","107","90211","0.0-0.0-2.0-1.21","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","108","90420","0.0-0.0-2.0-2.21","null","../data/img/test/triangle/triangle20_5.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","109","91861","0.0-0.0-2.0-3.21","1440","<p> </p>","j","practice","Good","1","好人","yes",""
"","","","","","html-keyboard-response","110","93443","0.0-0.0-2.0-4.21","1581","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","错误"
"","","","","","html-keyboard-response","111","93954","0.0-0.0-2.0-5.21","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","112","94455","0.0-0.0-2.0-1.22","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","113","94668","0.0-0.0-2.0-2.22","null","../data/img/test/circle/circle92_3.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","114","96676","0.0-0.0-2.0-3.22","null","<p> </p>","null","practice","No_info","0","","yes",""
"","","","","","html-keyboard-response","115","98357","0.0-0.0-2.0-4.22","1680","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","正确"
"","","","","","html-keyboard-response","116","98868","0.0-0.0-2.0-5.22","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","117","99377","0.0-0.0-2.0-1.23","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","118","99587","0.0-0.0-2.0-2.23","null","../data/img/test/triangle/triangle26_3.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","119","101225","0.0-0.0-2.0-3.23","1637","<p> </p>","j","practice","Good","0","坏人","yes",""
"","","","","","html-keyboard-response","120","102795","0.0-0.0-2.0-4.23","1570","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","121","103303","0.0-0.0-2.0-5.23","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","122","103807","0.0-0.0-2.0-1.24","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","123","104015","0.0-0.0-2.0-2.24","null","../data/img/test/circle/circle4_1.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","124","105360","0.0-0.0-2.0-3.24","1344","<p> </p>","l","practice","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","125","106920","0.0-0.0-2.0-4.24","1560","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","正确"
"","","","","","html-keyboard-response","126","107428","0.0-0.0-2.0-5.24","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","127","107937","0.0-0.0-2.0-1.25","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","128","108148","0.0-0.0-2.0-2.25","null","../data/img/test/square/square88_5.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","129","110154","0.0-0.0-2.0-3.25","null","<p> </p>","null","practice","Bad","0","","yes",""
"","","","","","html-keyboard-response","130","112163","0.0-0.0-2.0-4.25","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","practice","","","","no",""
"","","","","","html-keyboard-response","131","112671","0.0-0.0-2.0-5.25","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","132","113176","0.0-0.0-2.0-1.26","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","133","113387","0.0-0.0-2.0-2.26","null","../data/img/test/circle/circle97_2.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","134","114808","0.0-0.0-2.0-3.26","1421","<p> </p>","j","practice","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","135","116168","0.0-0.0-2.0-4.26","1358","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","错误"
"","","","","","html-keyboard-response","136","116675","0.0-0.0-2.0-5.26","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","137","117187","0.0-0.0-2.0-1.27","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","138","117396","0.0-0.0-2.0-2.27","null","../data/img/test/square/square64_2.png","null","practice","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","139","119400","0.0-0.0-2.0-3.27","null","<p> </p>","null","practice","Bad","0","","yes",""
"","","","","","html-keyboard-response","140","120487","0.0-0.0-2.0-4.27","1086","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","错误"
"","","","","","html-keyboard-response","141","120992","0.0-0.0-2.0-5.27","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","142","121495","0.0-0.0-2.0-1.28","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","143","121703","0.0-0.0-2.0-2.28","null","../data/img/test/circle/circle15_4.png","null","practice","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","144","123674","0.0-0.0-2.0-3.28","1970","<p> </p>","k","practice","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","145","125268","0.0-0.0-2.0-4.28","1593","<p style =' color : white'>你认为刚才你的判断是?</p>","d","practice","","","","no","正确"
"","","","","","html-keyboard-response","146","125780","0.0-0.0-2.0-5.28","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","147","126289","0.0-0.0-2.0-1.29","null","<div style=""font-size:60px; color: white"">+</div>","null","practice","","","","",""
"","","","","","image-keyboard-response","148","126495","0.0-0.0-2.0-2.29","null","../data/img/test/triangle/triangle49_3.png","null","practice","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","149","128503","0.0-0.0-2.0-3.29","null","<p> </p>","null","practice","Good","0","","yes",""
"","","","","","html-keyboard-response","150","129721","0.0-0.0-2.0-4.29","1217","<p style =' color : white'>你认为刚才你的判断是?</p>","a","practice","","","","no","错误"
"","","","","","html-keyboard-response","151","130228","0.0-0.0-2.0-5.29","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","practice","","","","",""
"","","","","","html-keyboard-response","152","132974","0.0-0.0-3.0","2743","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                              <div><p class='context'>您正确回答了57% 的试次。</p>","j","","","","","",""
"","","","","","html-keyboard-response","153","137498","0.0-0.0-4.0","4522","<p style =' color : white'>the following is fomal experiment!</p>","j","","","","","",""
"","","","","","html-keyboard-response","154","138003","0.0-0.0-5.0-0.0","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","155","138212","0.0-0.0-5.0-1.0","null","../data/img/test/square/square34_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","156","139418","0.0-0.0-5.0-2.0","1205","<p> </p>","k","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","157","140970","0.0-0.0-5.0-3.0","1551","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","158","141476","0.0-0.0-5.0-0.1","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","159","141684","0.0-0.0-5.0-1.1","null","../data/img/test/triangle/triangle15_1.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","160","143623","0.0-0.0-5.0-2.1","1938","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","161","145293","0.0-0.0-5.0-3.1","1670","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","162","145803","0.0-0.0-5.0-0.2","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","163","146012","0.0-0.0-5.0-1.2","null","../data/img/test/circle/circle54_1.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","164","147470","0.0-0.0-5.0-2.2","1457","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","165","148626","0.0-0.0-5.0-3.2","1156","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","166","149127","0.0-0.0-5.0-0.3","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","167","149336","0.0-0.0-5.0-1.3","null","../data/img/test/circle/circle13_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","168","150466","0.0-0.0-5.0-2.3","1129","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","169","151700","0.0-0.0-5.0-3.3","1234","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","170","152212","0.0-0.0-5.0-0.4","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","171","152418","0.0-0.0-5.0-1.4","null","../data/img/test/square/square1_2.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","172","153699","0.0-0.0-5.0-2.4","1281","<p> </p>","k","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","173","155626","0.0-0.0-5.0-3.4","1926","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","174","156130","0.0-0.0-5.0-0.5","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","175","156336","0.0-0.0-5.0-1.5","null","../data/img/test/circle/circle23_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","176","158089","0.0-0.0-5.0-2.5","1752","<p> </p>","l","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","177","159372","0.0-0.0-5.0-3.5","1282","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","178","159880","0.0-0.0-5.0-0.6","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","179","160087","0.0-0.0-5.0-1.6","null","../data/img/test/circle/circle16_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","180","161602","0.0-0.0-5.0-2.6","1514","<p> </p>","j","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","181","162820","0.0-0.0-5.0-3.6","1218","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","182","163331","0.0-0.0-5.0-0.7","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","183","163536","0.0-0.0-5.0-1.7","null","../data/img/test/triangle/triangle95_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","184","165301","0.0-0.0-5.0-2.7","1764","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","185","166275","0.0-0.0-5.0-3.7","974","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","186","166787","0.0-0.0-5.0-0.8","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","187","166996","0.0-0.0-5.0-1.8","null","../data/img/test/triangle/triangle16_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","188","168999","0.0-0.0-5.0-2.8","null","<p> </p>","null","","Good","0","","yes",""
"","","","","","html-keyboard-response","189","171012","0.0-0.0-5.0-3.8","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","190","171519","0.0-0.0-5.0-0.9","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
