"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","exp_type","correct_response","acc","decision","record_acc","decision_2"
"","","","","","html-keyboard-response","310","278362","0.0-0.0-5.0-0.39","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","311","278569","0.0-0.0-5.0-1.39","null","../data/img/test/circle/circle18_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","312","280148","0.0-0.0-5.0-2.39","1578","<p> </p>","l","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","313","281564","0.0-0.0-5.0-3.39","1415","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","314","282070","0.0-0.0-5.0-0.40","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","315","282281","0.0-0.0-5.0-1.40","null","../data/img/test/square/square4_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","316","283660","0.0-0.0-5.0-2.40","1378","<p> </p>","k","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","317","285124","0.0-0.0-5.0-3.40","1464","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","318","285630","0.0-0.0-5.0-0.41","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","319","285838","0.0-0.0-5.0-1.41","null","../data/img/test/triangle/triangle51_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","320","287031","0.0-0.0-5.0-2.41","1192","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","321","288720","0.0-0.0-5.0-3.41","1688","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","322","289226","0.0-0.0-5.0-0.42","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","323","289433","0.0-0.0-5.0-1.42","null","../data/img/test/triangle/triangle77_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","324","290646","0.0-0.0-5.0-2.42","1212","<p> </p>","l","","Good","0","坏人","yes",""
"","","","","","html-keyboard-response","325","291509","0.0-0.0-5.0-3.42","862","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","326","292015","0.0-0.0-5.0-0.43","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","327","292226","0.0-0.0-5.0-1.43","null","../data/img/test/triangle/triangle0_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","328","294201","0.0-0.0-5.0-2.43","1974","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","329","295318","0.0-0.0-5.0-3.43","1117","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","330","295822","0.0-0.0-5.0-0.44","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","331","296030","0.0-0.0-5.0-1.44","null","../data/img/test/triangle/triangle89_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","332","298006","0.0-0.0-5.0-2.44","1975","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","333","299233","0.0-0.0-5.0-3.44","1227","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","334","299747","0.0-0.0-5.0-0.45","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","335","299952","0.0-0.0-5.0-1.45","null","../data/img/test/triangle/triangle59_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","336","301284","0.0-0.0-5.0-2.45","1331","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","337","302139","0.0-0.0-5.0-3.45","854","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","338","302650","0.0-0.0-5.0-0.46","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","339","302858","0.0-0.0-5.0-1.46","null","../data/img/test/square/square54_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","340","304265","0.0-0.0-5.0-2.46","1406","<p> </p>","l","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","341","305533","0.0-0.0-5.0-3.46","1267","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","342","306042","0.0-0.0-5.0-0.47","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","343","306249","0.0-0.0-5.0-1.47","null","../data/img/test/circle/circle14_1.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","344","308259","0.0-0.0-5.0-2.47","null","<p> </p>","null","","No_info","0","","yes",""
"","","","","","html-keyboard-response","345","310267","0.0-0.0-5.0-3.47","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","346","310777","0.0-0.0-5.0-0.48","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","347","310985","0.0-0.0-5.0-1.48","null","../data/img/test/triangle/triangle53_1.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","348","312101","0.0-0.0-5.0-2.48","1115","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","349","313511","0.0-0.0-5.0-3.48","1409","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","350","314018","0.0-0.0-5.0-0.49","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","351","314225","0.0-0.0-5.0-1.49","null","../data/img/test/square/square26_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","352","316234","0.0-0.0-5.0-2.49","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","353","317762","0.0-0.0-5.0-3.49","1527","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","354","318271","0.0-0.0-5.0-0.50","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","355","318483","0.0-0.0-5.0-1.50","null","../data/img/test/circle/circle39_1.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","356","319635","0.0-0.0-5.0-2.50","1152","<p> </p>","l","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","357","320617","0.0-0.0-5.0-3.50","982","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","358","321130","0.0-0.0-5.0-0.51","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","359","321335","0.0-0.0-5.0-1.51","null","../data/img/test/circle/circle88_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","360","322579","0.0-0.0-5.0-2.51","1242","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","361","323817","0.0-0.0-5.0-3.51","1237","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","362","324327","0.0-0.0-5.0-0.52","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","363","324534","0.0-0.0-5.0-1.52","null","../data/img/test/circle/circle88_5.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","364","325557","0.0-0.0-5.0-2.52","1022","<p> </p>","l","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","365","327144","0.0-0.0-5.0-3.52","1587","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","366","327647","0.0-0.0-5.0-0.53","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","367","327854","0.0-0.0-5.0-1.53","null","../data/img/test/triangle/triangle96_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","368","329262","0.0-0.0-5.0-2.53","1408","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","369","330388","0.0-0.0-5.0-3.53","1125","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","370","330899","0.0-0.0-5.0-0.54","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","371","331101","0.0-0.0-5.0-1.54","null","../data/img/test/square/square49_2.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","372","332996","0.0-0.0-5.0-2.54","1894","<p> </p>","j","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","373","334455","0.0-0.0-5.0-3.54","1459","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","374","334963","0.0-0.0-5.0-0.55","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","375","335167","0.0-0.0-5.0-1.55","null","../data/img/test/circle/circle47_4.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","376","337093","0.0-0.0-5.0-2.55","1925","<p> </p>","k","","No_info","0","好人","yes",""
"","","","","","html-keyboard-response","377","338572","0.0-0.0-5.0-3.55","1478","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","378","339078","0.0-0.0-5.0-0.56","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","379","339286","0.0-0.0-5.0-1.56","null","../data/img/test/triangle/triangle24_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","380","340541","0.0-0.0-5.0-2.56","1254","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","381","341900","0.0-0.0-5.0-3.56","1359","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","382","342405","0.0-0.0-5.0-0.57","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","383","342613","0.0-0.0-5.0-1.57","null","../data/img/test/square/square70_4.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","384","344279","0.0-0.0-5.0-2.57","1664","<p> </p>","k","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","385","345274","0.0-0.0-5.0-3.57","995","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","386","345785","0.0-0.0-5.0-0.58","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","387","345989","0.0-0.0-5.0-1.58","null","../data/img/test/circle/circle12_4.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","388","347245","0.0-0.0-5.0-2.58","1255","<p> </p>","l","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","389","348478","0.0-0.0-5.0-3.58","1233","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","390","348986","0.0-0.0-5.0-0.59","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","391","349194","0.0-0.0-5.0-1.59","null","../data/img/test/circle/circle26_5.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","392","350496","0.0-0.0-5.0-2.59","1301","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","393","351661","0.0-0.0-5.0-3.59","1164","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","394","407258","0.0-0.0-6.0","55597","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                              <div><p class='context'>您正确回答了66% 的试次。</p>","d","","","","","",""
"","","","","","html-keyboard-response","395","407767","0.0-0.0-7.0-0.0","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","396","407977","0.0-0.0-7.0-1.0","null","../data/img/test/square/square43_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","397","409277","0.0-0.0-7.0-2.0","1299","<p> </p>","l","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","398","411075","0.0-0.0-7.0-3.0","1798","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","399","411584","0.0-0.0-7.0-0.1","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","400","411791","0.0-0.0-7.0-1.1","null","../data/img/test/circle/circle51_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","401","413801","0.0-0.0-7.0-2.1","null","<p> </p>","null","","No_info","0","","yes",""
"","","","","","html-keyboard-response","402","415809","0.0-0.0-7.0-3.1","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","403","416317","0.0-0.0-7.0-0.2","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","404","416526","0.0-0.0-7.0-1.2","null","../data/img/test/circle/circle30_4.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","405","417537","0.0-0.0-7.0-2.2","1010","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","406","418617","0.0-0.0-7.0-3.2","1080","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","407","419128","0.0-0.0-7.0-0.3","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","408","419334","0.0-0.0-7.0-1.3","null","../data/img/test/square/square92_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","409","420851","0.0-0.0-7.0-2.3","1516","<p> </p>","k","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","410","422496","0.0-0.0-7.0-3.3","1644","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","411","423001","0.0-0.0-7.0-0.4","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","412","423210","0.0-0.0-7.0-1.4","null","../data/img/test/square/square94_4.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","413","424492","0.0-0.0-7.0-2.4","1281","<p> </p>","k","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","414","425987","0.0-0.0-7.0-3.4","1495","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","415","426492","0.0-0.0-7.0-0.5","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","416","426701","0.0-0.0-7.0-1.5","null","../data/img/test/square/square77_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","417","428680","0.0-0.0-7.0-2.5","1978","<p> </p>","k","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","418","429834","0.0-0.0-7.0-3.5","1153","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","419","430346","0.0-0.0-7.0-0.6","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","420","430550","0.0-0.0-7.0-1.6","null","../data/img/test/triangle/triangle54_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","421","432471","0.0-0.0-7.0-2.6","1917","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","422","433988","0.0-0.0-7.0-3.6","1516","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","423","434489","0.0-0.0-7.0-0.7","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","424","434693","0.0-0.0-7.0-1.7","null","../data/img/test/circle/circle61_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","425","435851","0.0-0.0-7.0-2.7","1157","<p> </p>","k","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","426","436789","0.0-0.0-7.0-3.7","938","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","427","437293","0.0-0.0-7.0-0.8","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","428","437501","0.0-0.0-7.0-1.8","null","../data/img/test/circle/circle49_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","429","438971","0.0-0.0-7.0-2.8","1470","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","430","440101","0.0-0.0-7.0-3.8","1130","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","431","440607","0.0-0.0-7.0-0.9","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","432","440817","0.0-0.0-7.0-1.9","null","../data/img/test/circle/circle93_5.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","433","441885","0.0-0.0-7.0-2.9","1067","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","434","443193","0.0-0.0-7.0-3.9","1308","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","435","443701","0.0-0.0-7.0-0.10","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","436","443909","0.0-0.0-7.0-1.10","null","../data/img/test/circle/circle72_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","437","445388","0.0-0.0-7.0-2.10","1478","<p> </p>","k","","No_info","0","好人","yes",""
"","","","","","html-keyboard-response","438","446103","0.0-0.0-7.0-3.10","715","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","439","446607","0.0-0.0-7.0-0.11","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","440","446816","0.0-0.0-7.0-1.11","null","../data/img/test/square/square39_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","441","448382","0.0-0.0-7.0-2.11","1565","<p> </p>","j","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","442","449701","0.0-0.0-7.0-3.11","1319","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","443","450209","0.0-0.0-7.0-0.12","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","444","450417","0.0-0.0-7.0-1.12","null","../data/img/test/triangle/triangle92_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","445","452067","0.0-0.0-7.0-2.12","1649","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","446","453539","0.0-0.0-7.0-3.12","1471","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","447","454049","0.0-0.0-7.0-0.13","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","448","454257","0.0-0.0-7.0-1.13","null","../data/img/test/circle/circle92_5.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","449","455960","0.0-0.0-7.0-2.13","1702","<p> </p>","k","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","450","457519","0.0-0.0-7.0-3.13","1558","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","451","458025","0.0-0.0-7.0-0.14","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","452","458233","0.0-0.0-7.0-1.14","null","../data/img/test/square/square48_4.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","453","459621","0.0-0.0-7.0-2.14","1387","<p> </p>","l","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","454","461001","0.0-0.0-7.0-3.14","1379","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","455","461513","0.0-0.0-7.0-0.15","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","456","461717","0.0-0.0-7.0-1.15","null","../data/img/test/triangle/triangle99_1.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","457","463683","0.0-0.0-7.0-2.15","1965","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","458","464833","0.0-0.0-7.0-3.15","1150","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","459","465343","0.0-0.0-7.0-0.16","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","460","465550","0.0-0.0-7.0-1.16","null","../data/img/test/triangle/triangle55_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","461","467557","0.0-0.0-7.0-2.16","null","<p> </p>","null","","Good","0","","yes",""
"","","","","","html-keyboard-response","462","468392","0.0-0.0-7.0-3.16","834","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","463","468906","0.0-0.0-7.0-0.17","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","464","469108","0.0-0.0-7.0-1.17","null","../data/img/test/triangle/triangle53_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","465","470608","0.0-0.0-7.0-2.17","1499","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","466","472294","0.0-0.0-7.0-3.17","1686","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","467","472800","0.0-0.0-7.0-0.18","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","468","473009","0.0-0.0-7.0-1.18","null","../data/img/test/square/square68_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","469","474251","0.0-0.0-7.0-2.18","1241","<p> </p>","k","","Bad","0","无信息","yes",""
"","","","","","html-keyboard-response","470","475448","0.0-0.0-7.0-3.18","1197","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","471","475960","0.0-0.0-7.0-0.19","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","472","476166","0.0-0.0-7.0-1.19","null","../data/img/test/triangle/triangle8_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","473","477631","0.0-0.0-7.0-2.19","1464","<p> </p>","k","","Good","0","无信息","yes",""
"","","","","","html-keyboard-response","474","479557","0.0-0.0-7.0-3.19","1925","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","475","480060","0.0-0.0-7.0-0.20","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","476","480273","0.0-0.0-7.0-1.20","null","../data/img/test/triangle/triangle11_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","477","481447","0.0-0.0-7.0-2.20","1173","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","478","482859","0.0-0.0-7.0-3.20","1411","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","479","483367","0.0-0.0-7.0-0.21","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","480","483574","0.0-0.0-7.0-1.21","null","../data/img/test/triangle/triangle59_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","481","485159","0.0-0.0-7.0-2.21","1585","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","482","487167","0.0-0.0-7.0-3.21","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","483","487681","0.0-0.0-7.0-0.22","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","484","487886","0.0-0.0-7.0-1.22","null","../data/img/test/triangle/triangle8_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","485","489107","0.0-0.0-7.0-2.22","1220","<p> </p>","j","","Good","0","坏人","yes",""
"","","","","","html-keyboard-response","486","490421","0.0-0.0-7.0-3.22","1313","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","487","490929","0.0-0.0-7.0-0.23","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","488","491137","0.0-0.0-7.0-1.23","null","../data/img/test/square/square89_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","489","493145","0.0-0.0-7.0-2.23","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","490","495150","0.0-0.0-7.0-3.23","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","491","495653","0.0-0.0-7.0-0.24","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","492","495863","0.0-0.0-7.0-1.24","null","../data/img/test/circle/circle22_1.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","493","497585","0.0-0.0-7.0-2.24","1721","<p> </p>","j","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","494","499308","0.0-0.0-7.0-3.24","1722","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","495","499816","0.0-0.0-7.0-0.25","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","496","500025","0.0-0.0-7.0-1.25","null","../data/img/test/circle/circle30_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","497","501133","0.0-0.0-7.0-2.25","1107","<p> </p>","j","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","498","502473","0.0-0.0-7.0-3.25","1340","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","499","502983","0.0-0.0-7.0-0.26","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","500","503193","0.0-0.0-7.0-1.26","null","../data/img/test/square/square78_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","501","505200","0.0-0.0-7.0-2.26","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","502","506632","0.0-0.0-7.0-3.26","1431","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","503","507142","0.0-0.0-7.0-0.27","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","504","507348","0.0-0.0-7.0-1.27","null","../data/img/test/triangle/triangle89_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","505","509106","0.0-0.0-7.0-2.27","1756","<p> </p>","l","","Good","1","好人","yes",""
